trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.05, 'e': 0.6137457494888116}",20,3,-14.351117255403457,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 0}",1
184,False,"{'a': 0.05, 'e': 0.6097905754324502}",25,12,-33.658560258127636,"{0: 8, 1: 2, 2: 2, 3: 1, 4: 0}",1
185,False,"{'a': 0.05, 'e': 0.6058201566434628}",25,13,-11.532235694140946,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
186,False,"{'a': 0.05, 'e': 0.6018345923821126}",25,0,-20.803364881718704,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
187,False,"{'a': 0.05, 'e': 0.5978339822872981}",20,3,-18.446299243786402,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
188,False,"{'a': 0.05, 'e': 0.5938184263740639}",30,0,-79.38906052538994,"{0: 22, 1: 0, 2: 7, 3: 0, 4: 1}",0
189,False,"{'a': 0.05, 'e': 0.5897880250310983}",25,0,-27.420449251554516,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
190,False,"{'a': 0.05, 'e': 0.5857428790182247}",20,4,-57.57150598208226,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
191,False,"{'a': 0.05, 'e': 0.5816830894638835}",30,4,-126.6613568288487,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 2}",1
192,False,"{'a': 0.05, 'e': 0.5776087578626015}",20,13,-2.5127637690805367,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.05, 'e': 0.5735199860724566}",20,0,-65.743847587272,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
194,False,"{'a': 0.05, 'e': 0.5694168763125308}",20,0,3.843183183295981,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
195,False,"{'a': 0.05, 'e': 0.5652995311603541}",35,0,20.538793129402546,"{0: 33, 1: 0, 2: 1, 3: 1, 4: 0}",0
196,False,"{'a': 0.05, 'e': 0.5611680535493414}",20,0,-12.363330433319081,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
197,False,"{'a': 0.05, 'e': 0.5570225467662173}",25,0,-71.71314331137069,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
198,False,"{'a': 0.05, 'e': 0.5528631144484355}",25,0,13.581848812109868,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",0
199,False,"{'a': 0.05, 'e': 0.5486898605815875}",30,20,-16.2138906211627,"{0: 7, 1: 2, 2: 0, 3: 1, 4: 0}",1
200,False,"{'a': 0.05, 'e': 0.5445028894968026}",20,0,-37.82274891719401,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
201,False,"{'a': 0.05, 'e': 0.5403023058681398}",20,0,-17.30244001450652,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
202,False,"{'a': 0.05, 'e': 0.5360882147099708}",30,20,-21.01886499088107,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 0}",1
203,False,"{'a': 0.05, 'e': 0.5318607213743554}",20,0,-30.088187253526648,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",1
204,False,"{'a': 0.05, 'e': 0.5276199315484067}",35,0,-14.177933510706117,"{0: 29, 1: 2, 2: 3, 3: 1, 4: 0}",0
205,False,"{'a': 0.05, 'e': 0.5233659512516494}",30,0,-116.58796712535279,"{0: 24, 1: 0, 2: 3, 3: 0, 4: 3}",0
206,False,"{'a': 0.05, 'e': 0.5190988868333696}",20,10,9.573730881959623,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.05, 'e': 0.5148188449699553}",25,0,12.91443964204103,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
208,False,"{'a': 0.05, 'e': 0.5105259326622301}",30,0,-74.92665265066763,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 2}",0
209,False,"{'a': 0.05, 'e': 0.5062202572327784}",20,12,-10.21709815777807,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
210,False,"{'a': 0.05, 'e': 0.5019019263232612}",25,5,-3.4578677228368893,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
211,False,"{'a': 0.05, 'e': 0.497571047891727}",20,0,-164.282420904619,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 4}",0
212,False,"{'a': 0.05, 'e': 0.49322773020991034}",30,0,-92.68326016272393,"{0: 22, 1: 1, 2: 4, 3: 2, 4: 1}",0
213,False,"{'a': 0.05, 'e': 0.4888720818605274}",20,6,24.120709208972084,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.05, 'e': 0.48450421173456015}",25,0,-130.63291528494625,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
215,False,"{'a': 0.05, 'e': 0.48012422902853413}",25,0,-39.67627817099037,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
216,False,"{'a': 0.05, 'e': 0.4757322432417888}",20,3,-38.67711854247882,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 0}",1
217,False,"{'a': 0.05, 'e': 0.47132836417373997}",25,19,-0.4575507401310306,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.05, 'e': 0.4669127019211351}",30,10,8.80496470124012,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
219,False,"{'a': 0.05, 'e': 0.4624853668753008}",20,0,-33.16492225233242,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
220,False,"{'a': 0.05, 'e': 0.4580464697193822}",25,12,-11.26108535794384,"{0: 9, 1: 3, 2: 1, 3: 0, 4: 0}",1
221,False,"{'a': 0.05, 'e': 0.4535961214255773}",20,0,14.253455083152197,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
222,False,"{'a': 0.05, 'e': 0.4491344332523614}",25,13,-41.01366188148487,"{0: 8, 1: 0, 2: 2, 3: 2, 4: 0}",1
223,False,"{'a': 0.05, 'e': 0.44466151674170673}",30,1,-84.54012626888492,"{0: 23, 1: 0, 2: 4, 3: 0, 4: 2}",1
224,False,"{'a': 0.05, 'e': 0.440177483716293}",30,15,1.1245743697750352,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
225,False,"{'a': 0.05, 'e': 0.43568244627671204}",25,7,-1.4922063789022757,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
226,False,"{'a': 0.05, 'e': 0.4311765167986662}",20,13,4.875912552592589,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.05, 'e': 0.42665980793015723}",20,0,13.901986645373546,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
228,False,"{'a': 0.05, 'e': 0.42213243258867184}",20,16,7.896524048441403,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.05, 'e': 0.41759450395835795}",25,13,-2.284166904546865,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
230,False,"{'a': 0.05, 'e': 0.41304613548719465}",30,15,0.4358401132815142,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
231,False,"{'a': 0.05, 'e': 0.40848744088415717}",25,15,8.068737769001736,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
232,False,"{'a': 0.05, 'e': 0.40391853411637296}",30,19,-41.760688625271634,"{0: 7, 1: 0, 2: 3, 3: 1, 4: 0}",1
233,False,"{'a': 0.05, 'e': 0.39933952940627304}",25,0,0.4295377739923072,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
234,False,"{'a': 0.05, 'e': 0.39475054122873704}",25,11,9.040431942697733,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.05, 'e': 0.39015168430823005}",20,16,7.820210225513835,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.05, 'e': 0.385543073615936}",25,0,-45.86998968226826,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
237,False,"{'a': 0.05, 'e': 0.38092482436688163}",25,6,-3.441891664868016,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
238,False,"{'a': 0.05, 'e': 0.37629705201705793}",25,6,-63.33464785532847,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 2}",1
239,False,"{'a': 0.05, 'e': 0.37165987226053276}",20,15,-1.3291590081955627,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
240,False,"{'a': 0.05, 'e': 0.3670134010265584}",35,21,-23.484788501664855,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
241,False,"{'a': 0.05, 'e': 0.3623577544766734}",25,12,22.776116950754798,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.05, 'e': 0.3576930490017995}",20,0,-23.727493919776276,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
243,False,"{'a': 0.05, 'e': 0.3530194012193302}",30,21,20.118273095327893,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.05, 'e': 0.348336927970217}",25,14,-43.36143303041012,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
245,False,"{'a': 0.05, 'e': 0.34364574631604683}",20,6,-1.908983304955063,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
246,False,"{'a': 0.05, 'e': 0.3389459735361172}",25,0,-51.19914032104085,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
247,False,"{'a': 0.05, 'e': 0.3342377271245024}",20,14,11.855353981428443,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.05, 'e': 0.3295211247871177}",20,7,-0.08967646819287545,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
249,False,"{'a': 0.05, 'e': 0.324796284438776}",25,0,11.168978844320106,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
250,False,"{'a': 0.05, 'e': 0.32006332420023986}",20,13,10.262112061761972,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.05, 'e': 0.3153223623952687}",20,10,6.523573723783092,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.05, 'e': 0.3105735175476604}",20,0,1.5537489161473073,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
253,False,"{'a': 0.05, 'e': 0.3058169083782891}",30,10,-6.016539409899196,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
254,False,"{'a': 0.05, 'e': 0.3010526538021365}",20,15,9.050879629332227,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.05, 'e': 0.2962808729253185}",30,2,-36.22988548880036,"{0: 24, 1: 1, 2: 1, 3: 1, 4: 1}",1
256,False,"{'a': 0.05, 'e': 0.2915016850421088}",20,6,-17.241893187412735,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
257,False,"{'a': 0.05, 'e': 0.2867152096319553}",25,19,5.426078709260067,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.05, 'e': 0.2819215663564942}",20,9,8.480998781159727,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
259,False,"{'a': 0.05, 'e': 0.2771208750565576}",25,8,0.852889785760905,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
260,False,"{'a': 0.05, 'e': 0.27231325574917775}",20,7,3.7912522667117927,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
261,False,"{'a': 0.05, 'e': 0.26749882862458735}",20,0,-4.721580459762027,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
262,False,"{'a': 0.05, 'e': 0.26267771404321333}",30,18,-30.34475658616364,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
263,False,"{'a': 0.05, 'e': 0.2578500325326694}",20,14,-12.301913104442361,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
264,False,"{'a': 0.05, 'e': 0.253015904784742}",20,12,4.2775610823326415,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
265,False,"{'a': 0.05, 'e': 0.24817545165237268}",35,20,31.16384855994058,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.05, 'e': 0.24332879414663805}",25,0,37.760764207153144,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
267,False,"{'a': 0.05, 'e': 0.23847605343372313}",25,5,30.17094668110559,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.05, 'e': 0.23361735083189278}",30,10,-12.87015662184839,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
269,False,"{'a': 0.05, 'e': 0.22875280780845939}",25,8,3.6815782589302097,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
270,False,"{'a': 0.05, 'e': 0.22388254597674476}",20,14,11.31454375011527,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.05, 'e': 0.2190066870930415}",20,10,22.622035708448838,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.05, 'e': 0.21412535305356725}",20,15,2.8482790099646893,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.05, 'e': 0.20923866589141904}",20,7,-3.238562231748073,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
274,False,"{'a': 0.05, 'e': 0.2043467477735216}",20,11,13.542183751413404,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.05, 'e': 0.19944972099757285}",30,8,-44.999642152818474,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 1}",1
276,False,"{'a': 0.05, 'e': 0.19454770798898718}",25,15,9.879620813373133,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
277,False,"{'a': 0.05, 'e': 0.18964083129783424}",20,2,19.23851675914216,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
278,False,"{'a': 0.05, 'e': 0.184729213595776}",25,1,30.245241095822816,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.05, 'e': 0.17981297767299934}",20,0,14.750329324446113,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
280,False,"{'a': 0.05, 'e': 0.17489224643514592}",30,20,21.384908436818822,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.05, 'e': 0.16996714290024081}",25,13,1.7109284417301514,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
282,False,"{'a': 0.05, 'e': 0.1650377901956154}",20,8,14.944585118022342,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.05, 'e': 0.16010431155483104}",25,20,9.640134539678344,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.05, 'e': 0.15516683031459658}",20,13,14.542503419500779,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.05, 'e': 0.15022546991168562}",20,0,16.714488905251663,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
286,False,"{'a': 0.05, 'e': 0.14528035387985133}",20,8,9.232743816079923,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
287,False,"{'a': 0.05, 'e': 0.1403316058467365}",20,14,12.8233209021315,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.05, 'e': 0.13537934953078443}",30,15,16.155192215414264,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
289,False,"{'a': 0.05, 'e': 0.13042370873814532}",25,12,21.003396020574062,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.05, 'e': 0.12546480735958043}",20,3,28.511472196291976,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.05, 'e': 0.12050276936736638}",20,7,9.668814262137795,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.05, 'e': 0.11553771881219435}",20,6,24.42673552397433,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.05, 'e': 0.11056977982006937}",20,8,17.47878146810777,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.05, 'e': 0.10559907658920793}",30,4,39.20112340655993,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.05, 'e': 0.1006257333869315}",20,15,8.423332938416722,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.05, 'e': 0.09564987454656154}",25,12,10.57551721095717,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
297,False,"{'a': 0.05, 'e': 0.09067162446430944}",30,12,-1.2677842918674673,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
298,False,"{'a': 0.05, 'e': 0.08569110759616823}",30,12,40.554884788650305,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.05, 'e': 0.0807084484548004}",25,8,31.109799995580225,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.05, 'e': 0.07572377160642475}",20,7,24.2646689615088,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.05, 'e': 0.0707372016677029}",25,9,28.73707469710172,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.05, 'e': 0.06574886330262336}",20,0,33.903205576110885,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
303,False,"{'a': 0.05, 'e': 0.06075888121938568}",30,24,10.452616496525575,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.05, 'e': 0.05576738016728225}",25,14,21.54388419320058,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.05, 'e': 0.05077448493357896}",30,15,7.121877631968778,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
306,False,"{'a': 0.05, 'e': 0.04578032034039706}",25,8,29.26873644057909,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",30,16,26.266510758321417,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,16,9.291396372170883,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,10,18.24490827594075,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,8,25.041783203321764,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,8,31.10251779816156,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,0,43.50290294835362,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
7,True,"{'a': 0, 'e': 0}",25,14,19.977820396220658,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,15,21.4729918612829,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,4,30.115871299136835,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,11,16.18289593341424,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
